Tanggal,OriginTime,Latitude,Longitude,Kedalaman (km),Magnitude,Type,Keterangan,Dirasakan,M,D,MD
2/9/2020,22:00:36,-7.128,109.786,10,2.2,M,"
	Pusat gempa di darat 14 km Utara Dieng Banjarnegara-JATENG
",TIDAK,M2,D1,M2D1
2/9/2020,23:16:33,-9.108,109.95692,13,4,MLv,"
	Pusat gempa dilaut 141 barat daya Bantul DIY
",TIDAK,M3,D1,M3D1
3/9/2020,05:28:30,-7.96,110.46678,7,2.1,MLv,"
	Pusat gempa didarat 14 km Tenggara BANTUL-DIY
",TIDAK,M2,D1,M2D1
3/9/2020,17:07:15,-7.935,110.48993,5,3.1,MLv,"
	Pusat gempa didarat 15 km BaratLaut GUNUNGKIDUL-DIY, dirasakan di Imogiri Timur dan Jetis Bantul II MMI
",YA,M3,D1,M3D1
3/9/2020,22:34:02,-9.249,111.9671,10,4.2,M,"
	Pusat gempa dilaut 126 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M4,D1,M4D1
4/9/2020,01:29:37,-9.293,111.89227,10,3.7,MLv,"
	Pusat Gempa di laut 133 km BaratDaya BLITAR - JATIM
",TIDAK,M3,D1,M3D1
4/9/2020,02:10:07,-9.609,111.94202,10,4.3,MLv,"
	Pusat Gempa di laut 166 km BaratDaya BLITAR - JATIM
",TIDAK,M4,D1,M4D1
4/9/2020,02:43:01,-9.356,111.80492,10,3.5,MLv,"
	Pusat gempa di laut 141 km Tenggara TRENGGALEK - JATIM
",TIDAK,M3,D1,M3D1
4/9/2020,06:07:37,-9.123,108.909,10,4.4,MLv,"
	Pusat gempa di laut 155 km BaratDaya CILACAP - JATENG
",TIDAK,M4,D1,M4D1
5/9/2020,07:39:10,-9.846,113.65961,33,3.7,MLv,"
	Pusat gempa di laut 183 km Tenggara JEMBER-JATIM)
",TIDAK,M3,D1,M3D1
5/9/2020,10:26:32,-8.68,108.72,18,3.9,MLv,"
	Pusat gempa dilaut 110 km BaratDaya CILACAP-JATENG
",TIDAK,M3,D1,M3D1
5/9/2020,13:35:07,-9.156,110.99502,20,3.2,MLv,"
	Pusat gempa dilaut 109 km BaratDaya PAcitan - Jatim
",TIDAK,M3,D1,M3D1
5/9/2020,15:35:55,-9.434,112.80243,22,3.5,MLv,"
	Pusat gempa di laut 145 km Tenggara Kab. malang - Jatim
",TIDAK,M3,D1,M3D1
6/9/2020,16:16:43,-7.48,110.46,13,2.6,MLv,"
	Di darat 16 Km Barat Daya Salatiga - Jateng
",TIDAK,M2,D1,M2D1
8/9/2020,05:31:21,-8.607,111.2438,99,3.4,MLv,"
	Pusat gempa di laut, 49 km Tenggara PACITAN-JATIM
",TIDAK,M3,D2,M3D2
9/9/2020,05:12:02,-9.24,110.01,10,3.3,MLv,"
	Pusat gempa di laut 153 barat daya Bantul DIY
",TIDAK,M3,D1,M3D1
9/9/2020,22:20:48,-8.91,112.531,31,3.9,MLv,"
	Pusat gempa di laut 86 km BaratDaya MALANG - JATIM
",TIDAK,M3,D1,M3D1
10/9/2020,02:36:49,-8.481,109.30429,19,3.5,M,"
	Pusat gempa di laut 90 km Tenggara CILACAP-JATENG&nbsp;
",TIDAK,M3,D1,M3D1
10/9/2020,08:27:01,-8.868,110.80318,37,5,M,"
	Pusat gempa di laut 83 km BaratDaya PACITAN-JATIM&nbsp;drskn di Magetan, Trenggalek, Pacitan, Bantul, Wonogiri II-III MMI&nbsp;
",YA,M4,D1,M4D1
13/09/2020,07:42:43,-7.653,110.59974,10,2.4,MLv,"
	Pusat gempa didarat 6 km TimurLaut KLATEN-JATENG
",TIDAK,M2,D1,M2D1
13/09/2020,10:47:22,-9.824,111.00771,138,3.5,M,"
	Pusat gempa dilaut 183 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D2,M3D2
13/09/2020,12:14:05,-7.951,110,15,2.2,MLv,"
	Pusat gempa didarat 14 km BaratLaut GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1
14/09/2020,01:50:14,-8.842,110.73254,10,2.9,MLv,"
	Pusat gempa di laut 84 km BaratDaya PACITAN - JATIM
",TIDAK,M2,D1,M2D1
14/09/2020,15:29:49,-9.067,111.70904,10,3.6,MLv,"
	Pusat gempa di laut 109 km BaratDaya TRENGGALEK - JATIM
",TIDAK,M3,D1,M3D1
15/09/2020,23:06:50,-12.68,113.65977,50,4.5,M,"
	Pusat gempa di laut 465 km BaratDaya NUSADUA-BALI
",TIDAK,M4,D1,M4D1
16/09/2020,00:00:47,-8.666,110.09442,22,2.9,MLv,"
	Pusat gempa di laut 89 km BaratDaya BANTUL-DIY
",TIDAK,M2,D1,M2D1
16/09/2020,17:59:02,-8.889,110.80964,74,3.2,MLv,"
	Dilaut 85 Km Barat Daya Pacitan - JATIM
",TIDAK,M3,D2,M3D2
17/09/2020,09:43:06,-9.343,110.64638,10,3.5,MLv,"Pusat gempa di laut, 139 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
19/09/2020,06:10:56,-8.658,110.52052,10,2.7,MLv,"
	Pusat gempa di laut 74 km BaratDaya GUNUNGKIDUL - DIY
",TIDAK,M2,D1,M2D1
20/09/2020,03:23:51,-7.514,110.76073,19,2.7,MLv,"
	Pusat gempa di darat 9 km BaratLaut KOTA-SURAKARTA-JATENG
",TIDAK,M2,D1,M2D1
20/09/2020,12:19:07,-8.471,109.191,10,2.9,MLv,"
	Pusat gempa di laut 85 km Tenggara CILACAP-JATENG
",TIDAK,M2,D1,M2D1
20/09/2020,20:55:13,-8.344,113.2893,111,3.3,MLv,"
	Pusat gempa di laut 24 km Tenggara LUMAJANG-JATIM
",TIDAK,M3,D2,M3D2
21/09/2020,08:22:39,-8.628,109.697,36,3.1,MLv,"
	Dilaut 103 Km Barat Daya Kulonprogo-DIY
",TIDAK,M3,D1,M3D1
21/09/2020,18:04:52,-9.449,113.93146,11,3.3,MLv,"
	Pusat gempa di laut 142 km BaratDaya Jembrana BALI
",TIDAK,M3,D1,M3D1
21/09/2020,22:33:53,-7.928,110.56953,16,1.8,MLv,"
	didarat 8 Km Barat Laut Gunungkidul - DIY
",TIDAK,M1,D1,M1D1
22/09/2020,02:39:25,-8.688,111.335,35,4.3,MLv,"
	Pusat gempa dilaut 56 km Tenggara Pacitan Jatim, dirasakan di Pacitan, Wonogiri II MMI
",YA,M4,D1,M4D1
22/09/2020,03:50:25,-8.986,111.33874,10,3.2,MLv,"
	Pusat gempa di laut 93 km Tenggara Pacitan Jawa timur
",TIDAK,M3,D1,M3D1
23/09/2020,15:14:52,-8.965,111.05563,11,2.8,MLv,"
	Pusat gempa dilaut 87 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1
24/09/2020,06:04:28,-8.787,111.34442,10,2.6,MLv,"
	Pusat gempa di laut 72 km Tenggara PACITAN - JATIM
",TIDAK,M2,D1,M2D1
24/09/2020,13:20:33,-8.789,110.8859,24,4.7,MLv,"
	Pusat gempa di laut 72 km BaratDaya PACITAN-JATIM, dirasakan di Bantul, Gunungkidul, Yogyakarta II - III MMI&nbsp;
",YA,M4,D1,M4D1
24/09/2020,23:42:21,-8.926,111.28231,14,3.3,MLv,"
	Pusat gempa di laut 85 km Tenggara PACITAN - JATIM
",TIDAK,M3,D1,M3D1
25/09/2020,12:08:35,-8.421,111.47759,93,2.9,MLv,"
	Pusat gempa di laut 45 km BaratDaya TRENGGALEK-JATIM
",TIDAK,M2,D2,M2D2
25/09/2020,15:06:53,-8.53,109.12,27,2.9,MLv,"
	Pusat gempa dilaut 90 km Tenggara CILACAP-JATENG
",TIDAK,M2,D1,M2D1
26/09/2020,15:54:07,-9.016,113.0032,30,3.2,MLv,"
	Pusat gempa di laut 101 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D1,M3D1
26/09/2020,19:18:09,-9.294,111.837,10,3.2,MLv,"
	Pusat gempa di laut 134 km Tenggara TRENGALEK-JATIM
",TIDAK,M3,D1,M3D1
28/09/2020,21:26:51,-8.374,111.85678,95,3.4,MLv,"
	Pusat gempa dilaut 34 km BaratDaya TULUNGAGUNG-JATIM
",TIDAK,M3,D2,M3D2
29/09/2020,05:05:22,-8.701,110.87127,15,3.3,MLv,"
	Pusat gempa di laut 63 km BaratDaya PACITAN - JATIM
",TIDAK,M3,D1,M3D1
29/09/2020,11:57:30,-8.537,110.70551,24,3.4,MLv,"
	Pusat gempa di laut 59 km BaratDaya PACITAN - JATIM
",TIDAK,M3,D1,M3D1
29/09/2020,18:08:23,-9.267,113.48063,10,3.2,MLv,"
	Pusat gempa di laut 120 km BaratDaya JEMBER - JATIM
",TIDAK,M3,D1,M3D1
29/09/2020,19:25:57,-8.025,110.47662,10,2.8,MLv,"
	Pusat gempa di darat 15 km BaratDaya GUNUNG KIDUL - DIY
",TIDAK,M2,D1,M2D1
29/09/2020,23:11:09,-7.802,111.51143,10,2.6,MLv,"
	Pusat gempa di darat 8 km TimurLaut PONOROGO - JATIM
",TIDAK,M2,D1,M2D1
30/09/2020,05:10:25,-8.479,111.18871,74,3.1,MLv,"
	Pusat gempa di laut 34 km Tenggara PACITAN-JATIM
",TIDAK,M3,D2,M3D2
30/09/2020,22:30:04,-8.665,110.92871,30,2.8,MLv,"
	Pusat gempa di laut 57 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1
1/10/2020,08:57:26,-7.967,110.48412,15,2.4,MLv,"
	Pusat gempa didarat 14 km BaratLaut GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1
1/10/2020,15:36:21,-8.523,111.35339,107,3.4,MLv,"
	Pusat gempa dilaut 47 km Tenggara PACITAN-JATIM
",TIDAK,M3,D2,M3D2
4/10/2020,06:23:10,-8.834,110.7814,12,3.7,MLv,"
	Pusat gempa dilaut 81 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
5/10/2020,18:08:05,-8.07,111.61615,10,3,MLv,"
	Pusat gempa di darat 10 km BaraLaut TRENGGALEK - JATIM
",TIDAK,M2,D1,M2D1
6/10/2020,10:46:12,-8.806,110.296165,26,3.1,MLv,"
	Pusat gempa di laut 96 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
6/10/2020,13:59:43,-9.463,113.48673,10,4,MLv,"
	Pusat gempa dilaut 141 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1
6/10/2020,14:09:59,-9.569,112.84499,20,4.4,MLv,"
	Pusat gempa dilaut 161 km Tenggara KAB-MALANG-JATIM
",TIDAK,M4,D1,M4D1
6/10/2020,14:26:01,-9.641,112.81026,39,4.2,MLv,"
	Pusat gempa dilaut 169 km Tenggara KAB-MALANG-JATIM
",TIDAK,M4,D1,M4D1
6/10/2020,14:33:38,-9.711,112.84909,10,3.7,MLv,"
	Pusat gempa dilaut 177 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
6/10/2020,14:45:21,-9.628,112.89847,10,3.6,MLv,"
	Pusat gempa di laut 169 km Tenggara KAB-MALANG-JATIM&nbsp;
",TIDAK,M3,D1,M3D1
6/10/2020,15:14:45,-9.629,112.84834,17,3.8,MLv,"
	Pusat gempa di laut 168 km Tenggara KAB_MALANG_JATIM
",TIDAK,M3,D1,M3D1
6/10/2020,15:32:53,-9.63,112.85,10,3.4,MLv,"
	Pusat gempa di laut 168 km Tenggara KAB_MALANG_JATIM
",TIDAK,M3,D1,M3D1
6/10/2020,15:45:06,-9.7,112.77,10,3.7,MLv,"
	Pusat gempa di laut 174 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
6/10/2020,17:20:29,-9.632,112.86649,10,3.8,MLv,"
	Pusat gempa di laut 169 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
6/10/2020,18:18:30,-9.876,112.83984,10,3.9,MLv,"
	Pusat gempa di laut 195 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
6/10/2020,20:26:48,-9.37,112.66,8,3.4,MLv,"
	Pusat gempa di laut 137 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
6/10/2020,21:19:24,-9.67,112.79,10,3.6,MLv,"
	Pusat gempa di laut 171 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
6/10/2020,22:17:31,-8.412,108.80271,25,3.7,MLv,"
	Pusat gempa dilaut 79 km BaratDaya CILACAP-JATENG
",TIDAK,M3,D1,M3D1
7/10/2020,08:52:15,-9.5,112.82,13,4.3,M,"
	Pusat gempa di laut 154 km Tenggara Kab. Malang JATIM
",TIDAK,M4,D1,M4D1
8/10/2020,05:07:09,-9.53,114,20,3.8,M,"
	Pusat Gempa di Laut, 146 km BaratDaya JEMBRANA-BALI
",TIDAK,M3,D1,M3D1
8/10/2020,12:44:15,-9.65,112.84,10,4,MLv,"
	170 km Tenggara Kabupaten malang Jawa timur
",TIDAK,M3,D1,M3D1
8/10/2020,13:05:41,-9.639,112.826,10,3.7,MLv,"
	Pusat gempa dilaut, 169 km Tenggara Kab. Malang Jatim
",TIDAK,M3,D1,M3D1
8/10/2020,14:22:05,-9.662,112.81202,10,3.5,MLv,"
	Pusat gempa&nbsp; dilaut&nbsp; 171 km Tenggara kab malang Jatim
",TIDAK,M3,D1,M3D1
9/10/2020,04:30:28,-8.402,109.73322,24,2.9,MLv,"
	Pusat gempa dilaut&nbsp; 80 km BaratDaya KULONPROGO-DIY&nbsp;
",TIDAK,M2,D1,M2D1
9/10/2020,17:18:06,-9,110.36674,52,3.2,MLv,"
	Pusat gempa di laut 115 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
10/10/2020,02:11:36,-7.793,111.11034,28,2.3,MLv,"
	Pusat gempa di darat 21 KM Timur laut wonogiri
",TIDAK,M2,D1,M2D1
10/10/2020,08:27:02,-8.851,110.87693,10,2.5,MLv,"
	Pusat gempa di laut 78 Km BaratDaya PACITAN - JATIM
",TIDAK,M2,D1,M2D1
10/10/2020,14:12:06,-9.2,111.35635,10,3.3,MLv,"
	Pusat gempa di laut 116 km Tenggara PACITAN - JATIM
",TIDAK,M3,D1,M3D1
10/10/2020,14:33:50,-9.079,110.212,10,3,MLv,"
	Pusat gempa di laut 128 km BaratDaya GUNUNGKIDUL - DIY
",TIDAK,M2,D1,M2D1
10/10/2020,16:32:25,-8.492,108.9279,15,3.5,MLv,"
	Pusat gempa di laut 85 km BaratDaya CILACAP - JATENG
",TIDAK,M3,D1,M3D1
10/10/2020,18:02:20,-8.542,113.00108,84,4.3,MLv,"
	Pusat gempa di laut 51 km BaratDaya LUMAJANG - JATIM,&nbsp; dirasakan di Tempursari Kab. Lumajang II MMI
",YA,M4,D2,M4D2
10/10/2020,23:37:24,-8.544,111.48432,14,2.9,MLv,"
	Pusat gempa di laut 56 km BaratDaya TRENGGALEK - JATIM
",TIDAK,M2,D1,M2D1
12/10/2020,23:08:03,-7.47,109.79134,16,2.9,MLv,"
	Pusat gempa didarat, 11 km Tenggara BANJARNEGARA-JATENG
",TIDAK,M2,D1,M2D1
13/10/2020,03:51:00,-9.363,113.48347,10,3.6,M,"
	Pusat gempa dilaut, 130 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1
13/10/2020,05:11:23,-9.392,113.49571,10,3.5,M,"
	Pusat gempa di laut, 133 km BaratDaya JEMBER-JATIM, Kedlmn:10 Km
",TIDAK,M3,D1,M3D1
14/10/2020,05:44:51,-8.695,110.89275,29,3.7,MLv,"
	Pusat gempa di laut 62 km BaratDaya PACITAN-JATIM Dirasakan II MMI di Pacitan - Jatim
",YA,M3,D1,M3D1
15/10/2020,21:58:08,-9.418,109.84128,10,3.9,MLv,"
	Pusat gempa di laut 177 km BaratDaya BANTUL - DIY
",TIDAK,M3,D1,M3D1
15/10/2020,23:31:34,-9.635,109.6717,18,3.8,MLv,"
	Pusat gempa di laut 206 km BaratDaya BANTUL - DIY
",TIDAK,M3,D1,M3D1
16/10/2020,02:50:26,-8.975,110.623,32,3.4,MLv,"
	Pusat Gempa di Laut 103 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
16/10/2020,21:04:39,-9.054,113.14085,87,3.5,MLv,"
	Pusat gempa dilaut 102 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D2,M3D2
17/10/2020,19:31:52,-8.68,110.56969,26,3.2,MLv,"
	Pusat gempa di laut, 76 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
18/10/2020,04:55:34,-9.291,110.2388,10,3.5,M,"
	Pusat gempa di laut, 149 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
19/10/2020,03:55:18,-7.298,109.94698,10,2.7,MLv,"
	Pusat gempa di darat 9 km TimurLaut WONOSOBO-JATENG dirasakan di Dieng II MMI&nbsp;
",YA,M2,D1,M2D1
19/10/2020,07:29:04,-8.986,109.90565,15,3.4,MLv,"
	Pusat gempa di laut 130 km BaratDaya BANTUL-DIY
",TIDAK,M3,D1,M3D1
19/10/2020,08:23:42,-8.731,111.5406,38,3.2,MLv,"
	Pusat gempa di laut 74 km BaratDaya TRENGGALEK-JATIM
",TIDAK,M3,D1,M3D1
19/10/2020,16:09:32,-9.734,108.77865,10,4.8,Mw-mB,"
	Pusat gempa di laut 224 km BaratDaya CILACAP-JATENG
",TIDAK,M4,D1,M4D1
21/10/2020,08:38:30,-7.811,111.22714,127,2.9,M,"
	Pusat gempa di darat 21 km BaratDaya MAGETAN-JATIM
",TIDAK,M2,D2,M2D2
21/10/2020,18:36:35,-8.995,111.0281,16,3.5,MLv,"
	Pusat gempa dilaut 91 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
23/10/2020,05:37:11,-8.849,111.93676,25,3.3,MLv,"
	Pusat gempa di laut, Lok:8.849 LS,111.93676 BT (85 km BaratDaya KAB-BLITAR-JATIM)
",TIDAK,M3,D1,M3D1
24/10/2020,15:29:43,-8.517,113.368,10,3.2,MLv,"
	Pusat gempa dilaut 45 km Tenggara Lumajang - Jawa Timur
",TIDAK,M3,D1,M3D1
25/10/2020,08:58:30,-8.679,109.79929,10,2.9,MLv,"
	Pusat gempa di laut 103 km BaratDaya KULONPROGO - DIY
",TIDAK,M2,D1,M2D1
25/10/2020,14:19:35,-8.727,109.94428,15,2.7,MLv,"
	Pusat gempa di laut 102 km BaratDaya BANTUL - DIY
",TIDAK,M2,D1,M2D1
25/10/2020,14:54:22,-8.77,109.87378,10,2.8,MLv,"
	Pusat gempa di laut 110 km BaratDaya BANTUL - DIY
",TIDAK,M2,D1,M2D1
25/10/2020,17:07:43,-8.895,110.38444,10,3.1,M,"
	Pusat gempa dilaut 103 Km Barat Daya Gunungkidul - DIY
",TIDAK,M3,D1,M3D1
26/10/2020,12:42:22,-7.467,112.37235,29,2.9,MLv,"
	Pusat gempa didarat 7 km BaratLaut KOTA-MOJOKERTO-JATIM
",TIDAK,M2,D1,M2D1
27/10/2020,23:23:08,-8.805,111.04,24,2.6,MLv,"
	Pusat gempa dilaut 69 km Barat daya Pacitan Jatim
",TIDAK,M2,D1,M2D1
27/10/2020,16:38:22,-8.952,110.60256,71,2.6,MLv,"
	Pusat gempa di laut, 102 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D2,M2D2
28/10/2020,03:51:54,-8.961,111.47727,20,3.5,MLv,"
	Pusat gempa di laut, 96 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1
28/10/2020,06:49:14,-8.766,112.35867,60,4.6,MLv,"
	Pusat gempa di laut, 72 km Tenggara KAB-BLITAR-JATIM,&nbsp;dirasakan di Trenggalek, Malang, Blitar, Tulungagung II-III MMI, Sawahan, Kediri, Pacitan II MMI
",YA,M4,D2,M4D2
28/10/2020,15:30:20,-8.952,110.79359,10,2.6,MLv,"
	Pusat gempa dilaut92 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1
28/10/2020,18:51:20,-9.1,110.67406,20,3.3,MLv,"
	Pusat gempa di laut 133 km barat daya Pacitan Jatim
",TIDAK,M3,D1,M3D1
29/10/2020,04:20:39,-7.413,108.98873,22,3,MLv,"
	Pusat gempa dilaut 26 km BaratLaut Banyumas - Jateng
",TIDAK,M2,D1,M2D1
30/10/2020,18:29:40,-8.584,111.14371,38,3.2,MLv,"
	Pusat gempa di laut 45 km Tenggara PACITAN - JATIM
",TIDAK,M3,D1,M3D1
31/10/2020,01:15:07,-9.061,110.68729,10,3,MLv,"
	Pusat gempa dilaut 108 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1
31/10/2020,02:51:27,-8.442,109.79614,39,3.2,MLv,"
	Pusat gempa dilaut 80 km BaratDaya KULONPROGO-DIY
",TIDAK,M3,D1,M3D1
31/10/2020,21:38:00,-9.241,109.0351,10,4.5,MLv,"
	Pusat gempa dilaut 168 km Tenggara CILACAP-JATENG
",TIDAK,M4,D1,M4D1
1/11/2020,05:24:31,-9.51,113.1,10,3.8,M,"
	Pusat gempa di laut 153 km&nbsp; Baratdaya Lumajang JATIM
",TIDAK,M3,D1,M3D1
1/11/2020,06:57:35,-8.458,110.794,15,2.5,MLv,"
	Pusat gempa di laut, 46 km baratdaya Pacitan Jatim
",TIDAK,M2,D1,M2D1
2/11/2020,11:50:11,-8.451,109.08208,73,3.3,MLv,"
	Pusat gempa dilaut 80 km Tenggara CILACAP-JATENG
",TIDAK,M3,D2,M3D2
3/11/2020,15:01:11,-7.801,109.53529,21,2.9,MLv,"
	Pusat gempa dilaut 19 km BaratDaya KEBUMEN-JATENG, dirasakan di Kebumen I-II MMI
",YA,M2,D1,M2D1
3/11/2020,20:23:50,-9.502,113.04067,30,3.8,MLv,"
	Pusat Gempa di laut, 153 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D1,M3D1
4/11/2020,07:19:24,-8.7,110.37522,18,2.9,MLv,"
	Pusat gempa di laut 82 km Barat Daya Gunung Kidul DIY
",TIDAK,M2,D1,M2D1
5/11/2020,16:45:51,-12.67,109.77969,10,4.8,MLv,"
	Pusat gempa di laut 520 km BaratDaya PACITAN - JATIM
",TIDAK,M4,D1,M4D1
6/11/2020,12:46:46,-9.037,111.8071,10,2.7,MLv,"
	Pusat gempa dilaut 106 km Tenggara TRENGGALEK-JATIM
",TIDAK,M2,D1,M2D1
7/11/2020,22:45:35,-8.539,112.83595,106,2.6,MLv,"
	Pusat gempa di laut 53 km Tenggara Kab. Malang - Jatim
",TIDAK,M2,D2,M2D2
8/11/2020,16:03:19,-8.979,111.36059,10,3.4,MLv,"
	Pusat gempa di laut, 93 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1
9/11/2020,14:06:55,-9.09,113.82749,15,2.7,MLv,"
	Pusat gempa di laut 101 km Tenggara JEMBER-JATIM
",TIDAK,M2,D1,M2D1
10/11/2020,05:36:26,-8.87,110.97966,22,3.3,MLv,"
	Pusat gempa dilaut 78 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
12/11/2020,07:19:13,-8.029,109.6766,74,3.3,M,"
	Pusat gempa di laut 40 km Tenggara KEBUMEN-JATENG
",TIDAK,M3,D2,M3D2
12/11/2020,12:36:46,-8.31,109.11,19,3.5,M,"
	Pusat gempa di darat, 66 km Selatan CILACAP-JATENG
",TIDAK,M3,D1,M3D1
14/11/2020,03:00:52,-7.959,111.72861,130,3.6,MLv,"
	Pusat gempa di darat 14 km TimurLaut TRENGGALEK - JATIM
",TIDAK,M3,D2,M3D2
14/11/2020,12:49:01,-8.998,112.78505,19,3.4,MLv,"
	Pusat gempa dilaut 98 km Tenggara Malang - Jawa Timur
",TIDAK,M3,D1,M3D1
14/11/2020,14:54:14,-8.54,113.33843,5,2.7,MLv,"
	Pusat gempa dilaut 46 km Tenggara Lumajang - Jatim&nbsp;
",TIDAK,M2,D1,M2D1
14/11/2020,18:20:36,-9.6,111.98716,24,3.2,MLv,"
	Pusat gempa Dilaut 164 km BaratDaya Blitar - Jatim
",TIDAK,M3,D1,M3D1
15/11/2020,08:15:44,-8.803,108.71078,30,4.1,MLv,"
	Pusat gempa dilaut 124 km BaratDaya CILACAP-JATENG
",TIDAK,M4,D1,M4D1
16/11/2020,00:13:54,-8.885,110.2562,26,3.3,MLv,"
	Pusat gempa di laut 106 km BaratDaya GunungKidul-DIY
",TIDAK,M3,D1,M3D1
16/11/2020,12:56:21,-8.559,111.06654,90,2.9,MLv,"
	Pusat gempa dilaut 42 km Baratdaya Pacitan-Jatim
",TIDAK,M2,D2,M2D2
16/11/2020,23:48:12,-9.035,111.00095,25,3.2,MLv,"
	Pusat gempa 95 km BaratDaya Pacitan-Jatim
",TIDAK,M3,D1,M3D1
17/11/2020,15:15:33,-8.578,110.55637,29,2.9,MLv,"
	Pusat gempa di laut, 65 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1
20/11/2020,13:44:58,-8.011,110.40715,10,2.1,MLv,"
	Pusat gempa di Darat 13 km Tenggara BANTUL - DIY
",TIDAK,M2,D1,M2D1
20/11/2020,14:40:15,-8.795,110.61218,10,2.8,MLv,"
	Pusat gempa di Laut 87 km BaratDaya PACITAN - JATIM
",TIDAK,M2,D1,M2D1
20/11/2020,23:18:39,-7.771,111.39378,10,2.5,MLv,"
	Pusat gempa di darat 13 km BaratLaut PONOROGO - JATIM
",TIDAK,M2,D1,M2D1
22/11/2020,19:15:45,-7.803,111.41843,14,2.8,MLv,"
	Pusat gempa di darat, 8 km BaratLaut PONOROGO-JATIM
",TIDAK,M2,D1,M2D1
23/11/2020,02:30:13,-9.602,113.66984,30,3.3,MLv,"
	Pusat gempa dilaut 156 km Tenggara Jember - Jatim
",TIDAK,M3,D1,M3D1
23/11/2020,08:06:45,-8.67,111.37654,34,3.3,MLv,"
	Pusat gempa dilaut 62 km Tenggara Pacitan - Jatim
",TIDAK,M3,D1,M3D1
23/11/2020,12:31:47,-8.957,110.88929,15,3,MLv,"Pusat gempa di laut, 89 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
23/11/2020,14:12:43,-8.816,110.30071,21,4,MLv,"
	Pusat gempa di laut, 97 km BaratDaya Gunungkidul DIY
",TIDAK,M3,D1,M3D1
23/11/2020,17:06:44,-8.724,110.58892,24,4.2,MLv,"
	Pusat gempa di laut 81 km BaratDaya Gunung Kidul-DIY
",TIDAK,M4,D1,M4D1
26/11/2020,19:28:05,-9.487,111.35276,10,3,MLv,"
	Pusat gempa dilaut 147 km Tenggara PACITAN-JATIM
",TIDAK,M2,D1,M2D1
26/11/2020,22:53:35,-8.489,113.30299,10,2.8,MLv,"
	Pusat gempa di darat 40 km Tenggara LUMAJANG-JATIM
",TIDAK,M2,D1,M2D1
28/11/2020,01:59:39,-9.241,110.41,10,3.5,MLv,"
	Pusat gempa di laut 139 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
28/11/2020,04:04:35,-8.64,113.01,10,3,MLv,"
	Pusat gempa di laut 51 km BaratDaya TEMPEH-JATIM
",TIDAK,M2,D1,M2D1
28/11/2020,05:28:30,-9.34,110.42,10,3.9,M,"
	Pusat gempa di laut&nbsp;148 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
29/11/2020,21:17:25,-8.35,109.28,35,3.1,MLv,"
	Pusat gempa di laut 75 km Tenggara Cilacap-Jateng
",TIDAK,M3,D1,M3D1
1/12/2020,21:52:44,-8.4,109.25,29,3.3,MLv,"
	Pusat gempa di laut&nbsp;79 km Tenggara CILACAP-JATENG
",TIDAK,M3,D1,M3D1
1/12/2020,22:12:51,-8.97,110.51,20,3.1,MLv,"
	Pusat gempa di laut&nbsp;108 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
