Tanggal,OriginTime,Latitude,Longitude,Kedalaman (km),Magnitude,Type,Keterangan,Dirasakan,M,D,MD,No
3/16/2020,01:38:09,-0.7,110.7697652,32,0,,,,,,,1164
3/17/2020,02:38:09,-0.2,119.2683715,32,0,,,,,,,1165
3/18/2020,00:34:42,-9.25,112.41,22,3.7,M,"
	Pusat gempa di laut 124 km BaratDaya KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1,1166
3/19/2020,11:47:49,-10.78,112.65,10,3.8,M,"
	Pusat gempa di laut 293 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1,1167
3/20/2020,12:47:49,-6.7,116.8340816,32,0,,,,,,,1168
3/21/2020,13:47:49,-0.1,115.6691476,32,0,,,,,,,1169
3/22/2020,07:19:42,-8.4,110.67,12,2.7,MLv,"
	Pusat gempa di laut 45 km Tenggara gunungkidul-DIY
",TIDAK,M2,D1,M2D1,1170
3/23/2020,06:24:09,-9.77,113.04,10,4,M,"
	Pusat gempa di laut, 183 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D1,M3D1,1171
3/24/2020,09:30:15,-9.14,112.87,15,3.1,MLv,"
	Pusat gempa di laut 116 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1,1172
3/25/2020,01:41:56,-7.79,111.38,17,2.2,MLv,"
	Pusat gempa di darat 12 km BaratLaut Ponorogo-Jatim
",TIDAK,M2,D1,M2D1,1173
3/26/2020,04:38:08,-9.16,113.5,46,2.8,MLv,"
	Pusat gempa di laut 108 km BaratDaya JEMBER-JATIM
",TIDAK,M2,D1,M2D1,1174
3/27/2020,14:17:31,-9.63,112.92,10,3.3,MLv,"
	Pusat gempa dilaut 169 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D1,M3D1,1175
3/28/2020,11:07:02,-8.43,108.92,18,3.1,MLv,"
	Pusat gempa di laut 78 km BaratDaya Cilacap-Jateng
",TIDAK,M3,D1,M3D1,1176
3/29/2020,06:31:13,-9,110.44,10,2.8,MLv,"
	Pusat gempa di laut 113 Km BaratDaya GUNUNGKIDUL -DIY
",TIDAK,M2,D1,M2D1,1177
3/30/2020,00:45:59,-7.48,111.55,20,2.6,MLv,"Pusat gempa di darat, 12 km Tenggara NGAWI-JATIM",TIDAK,M2,D1,M2D1,1178
3/31/2020,08:04:28,-9.76,112.8,30,3.5,MLv,"
	Pusat gempa dilaut 182 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1,1179
4/1/2020,14:42:15,-9,109.98,10,3.2,MLv,"
	Pusat gempa di laut 128 km BaratDaya bantul-DIY
",TIDAK,M3,D1,M3D1,1180
4/2/2020,15:42:15,-0.9,106.2489317,40,0,,,,,,,1181
4/3/2020,20:33:24,-9.36,113.38,10,3.1,MLv,"
	Pusat gempa dilaut 132 km BaratDaya JEMBER JATIM
",TIDAK,M3,D1,M3D1,1182
4/4/2020,16:49:42,-6.89,113.85,13,2.9,MLv,"
	Pusat gempa di darat 7 km Barat Laut Sumenep Jawa Timur dirasakan II MMI di Sumenep - Madura
",YA,M2,D1,M2D1,1183
4/5/2020,00:15:24,-9.02,113.04,60,4.9,Mw-mB,"
	Pusat gempa di laut 100 km BaratDaya LUMAJANG-JATIM
",TIDAK,M4,D2,M4D2,1184
4/6/2020,21:38:43,-8.52,110.76,65,3,MLv,"
	Pusat gempa di laut 53 km BaratDaya Pacitan - Jatim&nbsp;
",TIDAK,M2,D2,M2D2,1185
4/7/2020,07:58:47,-8.45,111.1,106,3.3,MLv,"
	Pusat gempa di laut, 30 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D2,M3D2,1186
4/8/2020,08:58:47,-2.2,118.1186727,40,0,,,,,,,1187
4/9/2020,12:40:22,-9.15,113.02,15,3.3,MLv,"
	Di Laut 115 Km Barat Daya Lumajang - JATIM
",TIDAK,M3,D1,M3D1,1188
4/10/2020,13:40:22,-0.3,116.5626393,42,0,,,,,,,1189
4/11/2020,08:08:03,-7.97,110.41,7,2.2,MLv,"
	Pusat gempa di darat 9 km Tenggara Bantul DIY
",TIDAK,M2,D1,M2D1,1190
4/12/2020,09:08:03,-5.6,118.6624945,42,0,,,,,,,1191
4/13/2020,10:08:03,-4.8,111.8377745,42,0,,,,,,,1192
4/14/2020,13:05:13,-9.5,112.83,19,3,MLv,"
	Pusat gempa di laut 154 km tenggara Malang-Jatim
",TIDAK,M2,D1,M2D1,1193
4/15/2020,09:50:01,-8.82,112.51,40,4.3,MLv,"
	Pusat gempa di laut 76 km BaratDaya KAB-MALANG-JATIM dirasakan di&nbsp; Kepanjen - Malang II-III MMI, Trenggalek, Tulungagung, Krangkates,&nbsp; II MMI
",YA,M4,D1,M4D1,1194
4/16/2020,01:26:52,-8.88,111.35,10,4.4,MLv,"
	Pusat gempa di laut 82 km Tenggara Pacitan Jatim
",TIDAK,M4,D1,M4D1,1195
4/17/2020,20:49:24,-10.4,113.3,22,4.3,M,"
	Pusat gempa dilaut 247 km BaratDaya JEMBER-JATIM
",TIDAK,M4,D1,M4D1,1196
4/18/2020,21:49:24,-0.2,117.3126436,42,0,,,,,,,1197
4/19/2020,04:40:02,-8.45,113.6,134,2.9,MLv,"
	Pusat gempa di laut 28 km BaratDaya JEMBER-JATIM
",TIDAK,M2,D2,M2D2,1198
4/20/2020,05:40:02,0.8,106.1572066,42,0,,,,,,,1199
4/21/2020,09:14:38,-11.17,113,23,4.4,M,"
	Pusat gempa di laut 338 km BaratDaya Jember-Jatim
",TIDAK,M4,D1,M4D1,1200
4/22/2020,02:35:48,-8.86,110.68,28,3.2,MLv,"
	Pusat gempa di laut, 89 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1201
4/23/2020,19:52:26,-10.55,112.51,30,4,MLv,"
	
		Pusat gempa di laut 268 km BaratDaya KAB-MALANG-JATIM


	&nbsp;
",TIDAK,M3,D1,M3D1,1202
4/24/2020,20:52:26,-6.6,109.034566,42,0,,,,,,,1203
4/25/2020,21:52:26,0.1,112.9934009,42,0,,,,,,,1204
4/26/2020,01:33:00,-8.22,109.09,26,3.2,MLv,"
	Pusat gempa di laut 55 km Tenggara Cilacap Jateng
",TIDAK,M3,D1,M3D1,1205
4/27/2020,02:33:00,-1.6,110.2846467,42,0,,,,,,,1206
4/28/2020,05:03:28,-8.43,110.82,15,3.1,MLv,"
	Pusat gempa di laut 42 km barat daya Pacitan - JATIM
",TIDAK,M3,D1,M3D1,1207
4/29/2020,06:03:28,-2.3,112.5308304,42,0,,,,,,,1208
4/30/2020,07:03:28,-3.1,110.279419,42,0,,,,,,,1209
5/1/2020,10:43:33,-8.13,108.52,10,4.4,MLv,"
	Pusat gempa di laut 47 km Tenggara Kab Pangandaran-Jabar
",TIDAK,M4,D1,M4D1,1210
5/2/2020,04:25:52,-8.97,110.56,60,3.2,MLv,"
	Pusat gempa di laut, 107 km BaratDaya PACITAN - JATIM
",TIDAK,M3,D2,M3D2,1211
5/3/2020,06:56:53,-9.632,111.91687,11,3.7,MLv,"
	Pusat gempa dilaut&nbsp; 169 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M3,D1,M3D1,1212
5/4/2020,05:36:07,-8.75,110.09,24,3.4,M,"
	Pusat gempa di laut 98 km BaratDaya Bantul-DIY
",TIDAK,M3,D1,M3D1,1213
5/5/2020,02:11:30,-7.868,110.53719,13,2.8,MLv,"Pusat gempa didarat, 16 km BaratLaut GUNUNGKIDUL-DIY",TIDAK,M2,D1,M2D1,1214
5/6/2020,07:42:35,-8.405,109.05298,15,3.2,MLv,"
	Pusat gempa di laut 75 km tenggara Cilacap-Jateng
",TIDAK,M3,D1,M3D1,1215
5/7/2020,05:07:48,-8.21,110.4,46,3.3,MLv,"
	Pusat gempa di laut 115 Barat Daya&nbsp; Bantul -DIY
",TIDAK,M3,D1,M3D1,1216
5/8/2020,03:41:53,-8.705,111.4713,66,2.9,MLv,"
	Pusat gempa di laut 71 km Tenggara PACITAN-JATIM
",TIDAK,M2,D2,M2D2,1217
5/9/2020,21:45:35,-9.08,112.58,27,3.3,MLv,"
	Pusat gempa dilaut 104 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1,1218
5/10/2020,03:37:48,-9.108,112.45864,33,3.6,MLv,"Pusat gempa di laut, 108 km BaratDaya KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1,1219
5/11/2020,03:57:15,-9.571,113.78011,7,3.3,MLv,"
	Pusat gempa di laut 153 km Tenggara Jember-Jatim
",TIDAK,M3,D1,M3D1,1220
5/12/2020,02:39:25,-9.79,110.53,10,3.8,MLv,"
	Pusat gempa di laut, 190 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1221
5/13/2020,03:39:25,-1.0,119.2227482,52,0,,,,,,,1222
5/14/2020,11:01:49,-9.56,112.99,9,3.7,MLv,"
	Pusat gempa di laut 160 km Barat daya LUMAJANG JATIM
",TIDAK,M3,D1,M3D1,1223
5/15/2020,00:19:42,-8.842,110.32057,22,3.2,MLv,"
	pusat gempa di laut, 99 km Barat Daya Gunung Kidul DIY
",TIDAK,M3,D1,M3D1,1224
5/16/2020,01:22:31,-8.45,110.58,10,3.4,MLv,"
	Pusat gempa di laut 51 km BaratDaya Gunungkidul-DIY
",TIDAK,M3,D1,M3D1,1225
5/17/2020,00:33:56,-10.19,108.77,10,4.4,MLv,"
	Pusat gempa di laut 275 km BaratDaya CILACAP-JATENG.&nbsp;Dirasakan di Cilacap I-II MMI
",YA,M4,D1,M4D1,1226
5/18/2020,20:00:30,-8.99,109.34,10,3.4,MLv,"
	Pusat gempa dilaut 146 km Tenggara CILACAP-JATENG
",TIDAK,M3,D1,M3D1,1227
5/19/2020,02:46:29,-8.93,112.66,35,3.8,MLv,"
	Pusat gempa dilaut,&nbsp; 88 km Tenggara MALANG-JATIM
",TIDAK,M3,D1,M3D1,1228
5/20/2020,03:46:29,-3.3,119.3243492,52,0,,,,,,,1229
5/21/2020,04:46:29,-6.0,112.7256909,52,0,,,,,,,1230
5/22/2020,05:46:29,-6.8,112.9222403,52,0,,,,,,,1231
5/23/2020,06:29:56,-9.225,113.47899,29,3.1,MLv,"
	Pusat gempa di laut 115 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1,1232
5/24/2020,02:16:25,-8.403,109.24878,79,3,MLv,"
	Pusat gempa di laut 79 km Tenggara CILACAP-JATENG
",TIDAK,M2,D2,M2D2,1233
5/25/2020,03:16:25,-4.8,113.0815904,52,0,,,,,,,1234
5/26/2020,04:16:25,-2.6,118.9729996,52,0,,,,,,,1235
5/27/2020,05:16:25,-4.9,116.9400904,52,0,,,,,,,1236
5/28/2020,18:10:45,-9.3,113.54,23,4.1,MLv,"
	Pusat gempa dilaut&nbsp;123 km BaratDaya JEMBER-JATIM
",TIDAK,M4,D1,M4D1,1237
5/29/2020,19:10:45,0.5,110.2643138,52,0,,,,,,,1238
5/30/2020,20:10:45,0.3,110.8092023,52,0,,,,,,,1239
5/31/2020,21:10:45,0.2,116.9596874,52,0,,,,,,,1240
6/1/2020,07:04:17,-8.39,108.57,19,3.8,MLv,"
	Pusat gempa di laut, 77 km Tenggara KAB-PANGANDARAN-JABAR
",TIDAK,M3,D1,M3D1,1241
6/2/2020,04:01:34,-8.36,110.39,102,2.8,MLv,"
	47 km BaratDaya Gunungkidul -&nbsp;DIY
",TIDAK,M2,D2,M2D2,1242
6/3/2020,09:36:21,-9.426,113.95071,24,3.4,MLv,"
	Pusat gempa di laut 139 km BaratDaya JEMBRANA-BALI
",TIDAK,M3,D1,M3D1,1243
6/4/2020,10:36:21,0.3,110.065012,60,0,,,,,,,1244
6/5/2020,16:40:42,-9.33,114,22,3.5,MLv,"
	Pusat gempa di laut 127 km BaratDaya Jembrana-Bali
",TIDAK,M3,D1,M3D1,1245
6/6/2020,12:57:26,-10.75,113.8,10,3.7,M,"
	Pusat gempa dilaut 268 km baratdaya Nusadua - Bali
",TIDAK,M3,D1,M3D1,1246
6/7/2020,22:50:35,-7.16,108.76,220,3.6,MLv,"
	Pusat gempa di darat. 34 km TimurLaut BANJAR-JABAR
",TIDAK,M3,D2,M3D2,1247
6/8/2020,23:50:35,-4.9,107.4242201,60,0,,,,,,,1248
6/9/2020,03:29:34,-8.911,111.34086,5,3.6,MLv,"
	Pusat gempa di laut 85 km Tenggara-Pacitan
",TIDAK,M3,D1,M3D1,1249
6/10/2020,01:25:35,-7.201,111.90614,611,3.9,M,"
	Pusat gempa di darat, 5 km Tenggara BOJONEGORO-JATIM
",TIDAK,M3,D3,M3D3,1250
6/11/2020,02:37:26,-8.336,110.24966,10,2.5,MLv,"
	Pusat gempa di laut, 49 km BaratDaya BANTUL-DIY
",TIDAK,M2,D1,M2D1,1251
6/12/2020,03:37:26,-7.9,106.1458927,62,0,,,,,,,1252
6/13/2020,04:37:26,-3.3,119.2261189,62,0,,,,,,,1253
6/14/2020,05:47:05,-8.498,110.27724,84,2.7,MLv,"
	Pusat gempa di laut 66 km BaratDaya BANTUL-DIY
",TIDAK,M2,D2,M2D2,1254
6/15/2020,06:47:05,-7.0,118.5306153,62,0,,,,,,,1255
6/16/2020,11:17:45,-8.723,110.20402,30,3.2,MLv,"
	Pusat gempa dilaut 92 km Barat daya Bantul DIY
",TIDAK,M3,D1,M3D1,1256
6/17/2020,01:13:33,-9.722,112.64528,50,4.1,MLv,"
	Pusat gempa di laut 176 km Tenggara KAB-MALANG-JATIM
",TIDAK,M4,D1,M4D1,1257
6/18/2020,00:01:43,-9.987,113.79302,10,3.3,MLv,"
	Pusat gempa di laut, 199 km Tenggara JEMBER-JATIM
",TIDAK,M3,D1,M3D1,1258
6/19/2020,01:01:43,-4.8,107.0712363,62,0,,,,,,,1259
6/20/2020,11:27:09,-8.988,109.95959,22,3.3,MLv,"
	Pusat gempa di laut 128 km BaratDaya Bantul-DIY
",TIDAK,M3,D1,M3D1,1260
6/21/2020,10:04:40,-8.815,110.63357,10,3.2,MLv,"
	Pusat gempa di laut, 88 km BaratDaya PACITAN - JATIM
",TIDAK,M3,D1,M3D1,1261
6/22/2020,11:04:40,0.5,113.886664,62,0,,,,,,,1262
6/23/2020,09:14:43,-8.796,110.76118,90,3.5,MLv,"
	Pusat gempa di laut, 78 km Barat Daya Pacitan Jatim
",TIDAK,M3,D2,M3D2,1263
6/24/2020,00:59:31,-8.01,108.69,96,3.5,MLv,"
	Pusat gempa di laut 40 km Tenggara Kab-Pangandaran-Jabar
",TIDAK,M3,D2,M3D2,1264
6/25/2020,16:30:05,-8.332,110.74659,33,2.8,MLv,"
	Pusat gempa di laut 40 km Tenggara GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1,1265
6/26/2020,04:39:15,-9.495,113.63136,10,4.6,MLv,"
	Pusat gempa di laut,&nbsp;144 km BaratDaya JEMBER-JATIM
",TIDAK,M4,D1,M4D1,1266
6/27/2020,00:54:03,-9.109,111.23708,18,3.4,MLv,"
	Pusat gempa di laut 104 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1267
6/28/2020,13:42:47,-8.796,108.75292,10,3.2,MLv,"
	Pusat gempa di laut 122 km BaratDaya CILACAP-JATENG
",TIDAK,M3,D1,M3D1,1268
6/29/2020,06:37:47,-9.102,111.3781,13,3.4,MLv,"
	Pusat gempa di laut 106 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1269
6/30/2020,07:37:47,-7.7,119.0171544,62,0,,,,,,,1270
7/1/2020,08:37:47,-6.5,115.3189583,70,0,,,,,,,1271
7/2/2020,02:52:25,-8.858,110.28049,59,3.3,M,"
	Pusat gempa dilaut 102 km BaratDaya Gunungkidul - DIY
",TIDAK,M3,D1,M3D1,1272
7/3/2020,03:52:25,-6.5,116.7619776,70,0,,,,,,,1273
7/4/2020,19:09:24,-9.106,112.27888,62,5.5,MLv,"
	Pusat gempa di laut 108 km Tenggara KAB-BLITAR-JATIM
",TIDAK,M5,D2,M5D2,1274
7/5/2020,20:09:24,-1.2,110.2213831,70,0,,,,,,,1275
7/6/2020,21:09:24,-6.6,110.2136785,70,0,,,,,,,1276
7/7/2020,04:55:51,-8.959,112.11825,30,3.6,MLv,"
	Pusat gempa dilaut 92 km BaratDaya Blitar - Jatim&nbsp;
",TIDAK,M3,D1,M3D1,1277
7/8/2020,11:53:56,-7.944,109.25535,93,3.1,MLv,"
	Pusat gempa di laut 36 km Tenggara CILACAP - JATENG
",TIDAK,M3,D2,M3D2,1278
7/9/2020,08:12:18,-8.415,111.39367,98,3.4,MLv,"
	Pusat gempa di laut 41 km Tenggara PACITAN-JATIM
",TIDAK,M3,D2,M3D2,1279
7/10/2020,02:08:03,-7.53,111.92,237,3.8,M,"
	Pusat gempa di darat, 8 km TimurLaut NGANJUK-JATIM.
",TIDAK,M3,D2,M3D2,1280
7/11/2020,03:08:03,-3.5,117.4822393,72,0,,,,,,,1281
7/12/2020,19:50:28,-8.79,109.89,10,5.2,MLv,"
	Pusat gempa di laut 110 km BaratDaya Bantul - DIY
",TIDAK,M5,D1,M5D1,1282
7/13/2020,01:44:11,-7.917,110.43456,16,1.8,MLv,"
	Pusat gempa di darat 9 km Tenggara BANTUL - DIY
",TIDAK,M1,D1,M1D1,1283
7/14/2020,08:32:53,-9.13,111.04,15,3.6,MLv,"
	Pusat gempa di laut 105 km BaratDaya PACITAN - JATIM
",TIDAK,M3,D1,M3D1,1284
7/15/2020,08:04:45,-8.877,111.32726,16,3.5,M,"
	Pusat gempa dilaut 81 km tenggara Pacitan-Jatim
",TIDAK,M3,D1,M3D1,1285
7/16/2020,01:09:31,-9.47,112.56,30,3.9,MLv,"
	Pusat gempa di laut 148 km Barat daya Kab. Malang Jatim
",TIDAK,M3,D1,M3D1,1286
7/17/2020,19:59:08,-7.853,110.44952,16,2,MLv,"
	Pusat gempa didarat 12 km Timurlaut Bantul - DIY
",TIDAK,M1,D1,M1D1,1287
7/18/2020,20:59:08,-6.7,119.6372794,72,0,,,,,,,1288
7/19/2020,13:32:07,-8.636,110.35792,22,2.7,MLv,"
	Pusat gempa dilaut 76 Barat daya Gunung Kidul DIY
",TIDAK,M2,D1,M2D1,1289
7/20/2020,12:47:41,-9.513,113.96574,10,3.5,M,"
	Pusat gempa dilaut 147 km BaratDaya JEMBRANA-BALI
",TIDAK,M3,D1,M3D1,1290
7/21/2020,22:57:22,-8.757,113.71957,80,2.9,MLv,"
	Pusat gempa di laut, 63 km Tenggara JEMBER - JATIM
",TIDAK,M2,D2,M2D2,1291
7/22/2020,00:22:48,-9.562,112.82043,10,3.8,MLv,"
	Pusat gempa di laut 160 km tenggara Kab. Malang - JATIM
",TIDAK,M3,D1,M3D1,1292
7/23/2020,00:49:31,-8.914,110.70826,10,2.9,MLv,"
	Pusat gempa di laut 92 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1293
7/24/2020,00:06:13,-9.373,112.24088,30,3.9,M,"
	Peusat gempa dilaut 137 Tenggara Kab. Blitar - Jawa Timur
",TIDAK,M3,D1,M3D1,1294
7/25/2020,05:53:33,-9.45,113.71,11,3,MLv,"
	Pusat gempa dilaut 129 km baratdaya Banyuwangi - Jatim
",TIDAK,M2,D1,M2D1,1295
7/26/2020,06:53:33,-6.3,114.3106278,72,0,,,,,,,1296
7/27/2020,13:15:24,-7.9,108.7,74,3.5,MLv,"
	Pusat gempa di laut 32 km Tenggara Pangandaran Jabar
",TIDAK,M3,D2,M3D2,1297
7/28/2020,01:42:54,-8.63,108.73,10,3.8,MLv,"
	Pusat gempa di laut 104 Km Barat Daya Cilacap - Jateng
",TIDAK,M3,D1,M3D1,1298
7/29/2020,02:42:54,-7.6,115.4373483,72,0,,,,,,,1299
7/30/2020,03:42:54,-2.2,111.20924,72,0,,,,,,,1300
7/31/2020,04:42:54,-2.5,108.2860228,72,0,,,,,,,1301
8/1/2020,19:07:48,-7.88,111.26,22,2.7,MLv,"
	Pusat gempa di darat 21 km from Ponorogo Jatim (seiscomp)
",TIDAK,M2,D1,M2D1,1302
8/2/2020,20:07:48,-7.88,111.26,22,0,,,,,,,1303
8/3/2020,04:41:34,-9.482,113.79288,6,3.3,MLv,"
	Pusat gempa di laut 144 km Tenggara JEMBER-JATIM
",TIDAK,M3,D1,M3D1,1304
8/4/2020,00:53:53,-7.997,110.44828,8,2.6,MLv,"
	Pusat gempa didarat 14 km Tenggara BANTUL-DIY
",TIDAK,M2,D1,M2D1,1305
8/5/2020,23:14:31,-10.34,113.17339,37,4,M,"
	Pusat gempa di laut, 243 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1,1306
8/6/2020,23:15:29,-8.379,109.78881,10,2.8,MLv,"
	Pusat gempa di laut, 75 km BaratDaya KULONPROGO - DIY
",TIDAK,M2,D1,M2D1,1307
8/7/2020,22:58:24,-8.68,110.15,28,3,MLv,"
	Pusat gempa di laut 88 Km Barat Daya Bantul - DIY
",TIDAK,M2,D1,M2D1,1308
8/8/2020,17:32:33,-9.087,110.20969,95,3,MLv,"
	Pusat gempa di laut 129 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D2,M2D2,1309
8/9/2020,22:12:24,-9.437,110.19714,30,4.7,MLv,"
	Pusat gempa di laut, 166 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M4,D1,M4D1,1310
8/10/2020,23:12:24,0.4,106.5913308,82,0,,,,,,,1311
8/11/2020,00:12:24,-7.7,113.2004554,82,0,,,,,,,1312
8/12/2020,23:27:44,-9.14,110.73534,10,3,MLv,"
	Pusat gempa di laut 114 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1313
8/13/2020,21:37:16,-8.956,111.18075,10,3.1,MLv,"
	Pusat gempa dilaut 86 km tenggara Pacitan Jatim
",TIDAK,M3,D1,M3D1,1314
8/14/2020,14:09:32,-9.975,113.51611,20,3.8,M,"
	Pusat gempa dilaut 198 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1,1315
8/15/2020,08:00:55,-9.515,113.9836,10,4.1,MLv,"
	Pusat gempa di laut 146 km BaratDaya JEMBRANA - BALI
",TIDAK,M4,D1,M4D1,1316
8/16/2020,12:42:49,-9.45,114,10,3.8,MLv,"
	Pusat gempa dilaut&nbsp; 139 km BaratDaya JEMBRANA-BALI
",TIDAK,M3,D1,M3D1,1317
8/17/2020,08:41:24,-8.648,108.71758,30,3.4,MLv,"
	Pusat gempa di laut 107 km BaratDaya CILACAP-JATENG

	&nbsp;
",TIDAK,M3,D1,M3D1,1318
8/18/2020,09:41:24,-1.5,109.5196145,82,0,,,,,,,1319
8/19/2020,01:43:12,-8.601,111.10609,10,3.2,MLv,"
	Pusat gempa dilaut 46 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1320
8/20/2020,11:09:10,-8.459,110.55875,10,2.5,MLv,"
	Pusat Gempa di Laut, 52 km BaratDaya GUNUNGKIDUL - DIY
",TIDAK,M2,D1,M2D1,1321
8/21/2020,12:09:10,-7.1,109.0308458,82,0,,,,,,,1322
8/22/2020,13:09:10,-1.4,112.5710669,82,0,,,,,,,1323
8/23/2020,02:19:40,-8.912,111.2299,10,2.9,MLv,"
	Pusat gempa di laut 82 km tenggara Pacitan Jatim
",TIDAK,M2,D1,M2D1,1324
8/24/2020,03:19:40,-7.4,108.7564021,82,0,,,,,,,1325
8/25/2020,04:44:19,-8.585,109.87499,38,3,MLv,"
	Pusat gempa di laut 91 km BaratDaya KULONPROGO-DIY
",TIDAK,M2,D1,M2D1,1326
8/26/2020,21:36:48,-9.26,113.90168,26,3,MLv,"
	Pusat gempa di laut 121 km Tenggara JEMBER-JATIM
",TIDAK,M2,D1,M2D1,1327
8/27/2020,22:36:48,-3.2,108.3851492,82,0,,,,,,,1328
8/28/2020,23:36:48,-7.5,113.7810362,82,0,,,,,,,1329
8/29/2020,12:19:22,-9.211,113.00166,24,3.4,MLv,"
	Pusat gempa dilaut 122 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D1,M3D1,1330
8/30/2020,10:58:10,-12.69,110.87366,30,4.9,MLv,"
	Pusat gempa di laut 501 km BaratDaya PACITAN - JATIM
",TIDAK,M4,D1,M4D1,1331
8/31/2020,00:46:11,-9.085,109.79136,10,3.3,MLv,"
	Pusat gempa di laut 145 km BaratDaya BANTUL-DIY
",TIDAK,M3,D1,M3D1,1332
9/1/2020,01:46:11,-1.6,113.6489036,90,0,,,,,,,1333
9/2/2020,02:59:45,-8.599,112.23869,23,3.3,MLv,"
	Pusat gempa dilaut 51 km Tenggara Blitar Jatim
",TIDAK,M3,D1,M3D1,1334
9/3/2020,05:28:30,-7.96,110.46678,7,2.1,MLv,"
	Pusat gempa didarat 14 km Tenggara BANTUL-DIY
",TIDAK,M2,D1,M2D1,1335
9/4/2020,01:29:37,-9.293,111.89227,10,3.7,MLv,"
	Pusat Gempa di laut 133 km BaratDaya BLITAR - JATIM
",TIDAK,M3,D1,M3D1,1336
9/5/2020,07:39:10,-9.846,113.65961,33,3.7,MLv,"
	Pusat gempa di laut 183 km Tenggara JEMBER-JATIM)
",TIDAK,M3,D1,M3D1,1337
9/6/2020,16:16:43,-7.48,110.46,13,2.6,MLv,"
	Di darat 16 Km Barat Daya Salatiga - Jateng
",TIDAK,M2,D1,M2D1,1338
9/7/2020,17:16:43,-5.8,114.9965719,90,0,,,,,,,1339
9/8/2020,05:31:21,-8.607,111.2438,99,3.4,MLv,"
	Pusat gempa di laut, 49 km Tenggara PACITAN-JATIM
",TIDAK,M3,D2,M3D2,1340
9/9/2020,05:12:02,-9.24,110.01,10,3.3,MLv,"
	Pusat gempa di laut 153 barat daya Bantul DIY
",TIDAK,M3,D1,M3D1,1341
9/10/2020,02:36:49,-8.481,109.30429,19,3.5,M,"
	Pusat gempa di laut 90 km Tenggara CILACAP-JATENG&nbsp;
",TIDAK,M3,D1,M3D1,1342
9/11/2020,03:36:49,-2.2,113.6338735,92,0,,,,,,,1343
9/12/2020,04:36:49,-6.2,113.3370707,92,0,,,,,,,1344
9/13/2020,07:42:43,-7.653,110.59974,10,2.4,MLv,"
	Pusat gempa didarat 6 km TimurLaut KLATEN-JATENG
",TIDAK,M2,D1,M2D1,1345
9/14/2020,01:50:14,-8.842,110.73254,10,2.9,MLv,"
	Pusat gempa di laut 84 km BaratDaya PACITAN - JATIM
",TIDAK,M2,D1,M2D1,1346
9/15/2020,23:06:50,-12.68,113.65977,50,4.5,M,"
	Pusat gempa di laut 465 km BaratDaya NUSADUA-BALI
",TIDAK,M4,D1,M4D1,1347
9/16/2020,00:00:47,-8.666,110.09442,22,2.9,MLv,"
	Pusat gempa di laut 89 km BaratDaya BANTUL-DIY
",TIDAK,M2,D1,M2D1,1348
9/17/2020,09:43:06,-9.343,110.64638,10,3.5,MLv,"Pusat gempa di laut, 139 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1,1349
9/18/2020,10:43:06,-3.7,113.6528656,92,0,,,,,,,1350
9/19/2020,06:10:56,-8.658,110.52052,10,2.7,MLv,"
	Pusat gempa di laut 74 km BaratDaya GUNUNGKIDUL - DIY
",TIDAK,M2,D1,M2D1,1351
9/20/2020,03:23:51,-7.514,110.76073,19,2.7,MLv,"
	Pusat gempa di darat 9 km BaratLaut KOTA-SURAKARTA-JATENG
",TIDAK,M2,D1,M2D1,1352
9/21/2020,08:22:39,-8.628,109.697,36,3.1,MLv,"
	Dilaut 103 Km Barat Daya Kulonprogo-DIY
",TIDAK,M3,D1,M3D1,1353
9/22/2020,02:39:25,-8.688,111.335,35,4.3,MLv,"
	Pusat gempa dilaut 56 km Tenggara Pacitan Jatim, dirasakan di Pacitan, Wonogiri II MMI
",YA,M4,D1,M4D1,1354
